32,0,2,1.8 TBI QV TCT,2016,9710708,WYE538
33,0,2,1.8 TBI QV TCT,2016,5226944,COA475
34,0,2,1.4 TB MultiAir Distinctive,2015,4377021,WVO295
35,0,2,1.4 TB MultiAir Distinctive TCT,2014,8709459,BGW239
36,0,2,1.4 TB Progression Plus,2014,783887,KFQ513
37,0,2,1.6 JTD Distinctive,2014,9752329,SKN833
38,0,2,1.6 JTD Progression Plus,2014,4276224,PYT347
39,0,2,1.7 TBI Propression Plus,2014,8996003,MDB553
40,0,2,1.7 TBI Quadrifoglio Verde,2014,3956615,TJS176
41,0,2,1.4 TB MultiAir Distinctive,2014,8455260,OBM968
42,0,2,1.4 TB MultiAir Distinctive TCT,2013,7307853,LLW558
43,0,2,1.4 TB Progression Plus,2013,4308823,XZK583
44,0,2,1.6 JTD Distinctive,2013,6182760,YOW991
45,0,2,1.6 JTD Progression Plus,2013,1328682,XOP132
46,0,2,1.7 TBI Propression Plus,2013,8313204,ANT487
47,0,2,1.7 TBI Quadrifoglio Verde,2013,5818173,AQL822
48,0,2,1.4 TB Distinctive,2013,1104013,IAH351
49,0,2,1.8 TCT,2012,6022725,LOS449
50,0,5,1.8 TCT,2015,577760,FCX534
51,0,5,1.6 TS Distinctive,2016,469171,SIG282
52,0,9,1.6 TS Progression,2007,8649551,QNI641
53,0,9,2.0 JTS Distinctive,2007,932823,IXG931
54,0,9,2.0 JTS Distinctive Selespeed,2007,1980380,KNF482
55,0,9,1.6 TS Distinctive,2007,363965,AUG665
56,0,9,1.6 TS Progression,2006,8398472,IWU471
57,0,9,2.0 JTS Distinctive,2006,8453012,IDK352
58,0,9,2.0 JTS Distinctive Selespeed,2006,7408604,NTO986
59,0,9,SW 2.0 JTS Distinctive,2006,4215187,BQK271
60,0,9,SW 2.0 JTS Distinctive Selespeed,2006,8366305,LQE186
61,0,9,1.6 TS Distinctive,2006,4709036,VNH814
62,0,9,1.6 TS Progression,2005,7403712,TLC922
63,0,9,2.0 JTS Distinctive,2005,2903289,DWA452
64,0,9,2.0 JTS Distinctive Selespeed,2005,2994830,ANG187
65,0,9,SW 2.0 JTS Distinctive,2005,1529786,JKY612
66,0,9,SW 2.0 JTS Distinctive Selespeed,2005,2959926,TUL919
67,0,9,1.6 TS Distinctive,2005,9524701,GWC985
68,0,9,1.6 TS Progression,2004,5957061,XFV628
69,0,9,1.9 JTD Imperession,2004,7433860,XDK787
70,0,9,2.0 JTS Distinctive,2004,4219665,FOU275
71,0,9,2.0 JTS Distinctive Selespeed,2004,6472651,KUX897
72,0,9,SW 2.0 JTS Distinctive,2004,6888755,DWM537
73,0,9,SW 2.0 JTS Distinctive Selespeed,2004,3756080,RHG819
74,0,9,1.6 16V TS Distinctive,2004,6021819,ECK355
75,0,9,1.6 TS 16V Progression,2003,1007213,GJK357
76,0,9,1.9 JTD Distinctive Plus,2003,8918209,EBR888
77,0,14,1.9 JTD Distinctive Plus Q-Tronic,2010,1424066,WAO137
78,0,14,1.9 JTD Distinctive Plus,2010,4083702,HEO841
79,0,14,1.9 JTD Distinctive Plus Q-Tronic,2009,4359481,SIG592
80,0,14,SW 1.9 JTD Distinctive Plus,2009,7215315,VJA957
81,0,14,1.8 MPI Distinctive Plus,2009,5087429,KUK537
82,0,14,1.8 TBI Distinctive Plus,2008,6719714,UAG828
83,0,14,1.9 JTD 16V Progression,2008,5886545,GXP891
84,0,14,1.9 JTD 16V Progression Otomatik,2008,8001092,SNE826
85,0,14,1.9 JTD Distinctive,2008,7201676,AYZ143
86,0,14,1.9 JTD Distinctive Plus,2008,747195,WAC214
87,0,14,1.9 JTD Distinctive Plus Q-Tronic,2008,3850527,WUM862
88,0,14,1.9 JTD Distinctive Q-Tranic,2008,4217159,QOV519
89,0,14,1.9 JTS,2008,7632131,TPQ481
90,0,14,1.9 JTS Distinctive,2008,5983696,YXV652
91,0,14,1.9 JTS Distinctive Plus,2008,3941018,VLG372
92,0,14,1.9 JTS Progression,2008,4496925,FWC428
93,0,14,2.2 JTS Distinctive,2008,8652798,DNA386
94,0,14,2.2 JTS Distinctive Selespeed,2008,2344595,UTF178
95,0,14,3.2 JTS Q4 Diatinctive Otomatik,2008,4953055,ONC979
96,0,14,3.2 Q4 Distinctive,2008,7754562,ADY286
97,0,14,SW 1.8 MPI Distinctive,2008,9020040,DEF765
98,0,14,SW 1.8 MPI Distinctive Plus,2008,7020519,CJH626
99,0,14,SW 1.9 Distinctive,2008,5528582,LVF195
100,0,14,SW 1.9 Distinctive JTS Plus,2008,7400489,GSP856
101,0,14,1.6 Twin Spark L,2008,5609109,HLN718
102,0,20,1.6 Twin Spark Sportivo,2001,6376636,SNV425
103,0,20,1.6 Twin Spark L,2001,3982758,MUS694
104,0,20,1.6 Twin Spark Sportivo,2000,5344989,AGY421
105,0,20,2.0 Quadrifgolio,2000,2880552,QPL728
106,0,20,1.4 TS STD,2000,3382033,IMB813
107,0,20,1.6 Twin Spark,1999,7268749,GJV298
108,0,20,1.6 Twin Spark L,1999,6031933,OPW554
109,0,20,1.6 Twin Spark Sportivo,1999,5211804,RPV528
110,0,20,2.0 Quadrifgolio,1999,7483209,DSL115
111,0,20,2.0 Twin Spark 16V QV,1999,9561936,IKN666
112,0,20,1.4 TS STD,1999,7061823,TQY668
113,0,20,1.6 Twin Spark,1998,4551142,LQZ668
114,0,20,2.0 Twin Spark 16V QV,1998,3870488,DUE838
115,0,20,1.4,1998,8753354,QMK257
116,0,20,1.4 TS STD,1997,8442258,KYZ942
117,0,20,1.6,1997,8176152,RAT398
118,0,20,1.6 L,1997,9999916,HBY255
119,0,20,1.6 Twin Spark,1997,1884435,FWB242
120,0,20,2.0 Twin Spark 16V QV,1997,3273119,VHU423
121,0,20,1.4,1997,3127048,LBR366
122,0,20,1.6,1996,8961844,XVW261
123,0,20,1.6 L,1996,285166,PIE643
124,0,20,1.7 16V,1996,3523696,EEI628
125,0,20,1.4,1996,3140809,RRW271
126,0,20,1.4 Twin Spark,1995,9949001,HZD115
127,0,27,1.4 Twin Spark Ritmo,2001,261285,LCY974
128,0,27,1.4 Twin Spark,2001,2057309,UDJ981
129,0,27,1.4 Twin Spark Ritmo,2000,8535938,LFZ474
130,0,27,2.0 ti,2000,4448985,ZOI895
131,0,27,1.4 Twin Spark,2000,3590593,NGV587
132,0,27,1.4 Twin Spark Ritmo,1999,9177923,WIV885
133,0,27,1.4 Twin Spark STD,1999,4064328,ZMB788
134,0,27,1.6 Twin Spark,1999,592098,KGJ758
135,0,27,2.0 ti,1999,8087062,BMC688
136,0,27,1.4 Twin Spark STD,1999,7537843,CGX647
137,0,27,1.6 Twin Spark,1998,4074601,HUY288
138,0,27,1.4 Twin Spark STD,1998,4223908,TPL538
139,0,27,1.6 L,1997,5274220,MFO567
140,0,27,1.6 Twin Spark,1997,7087040,DJF284
141,0,27,2.0 TI,1997,5342120,VVK237
142,0,27,1.6 L,1997,4203090,ZMJ228
143,0,27,1.7 16V,1996,9374960,NMF359
144,0,27,2.0 TI,1996,657069,ZHL167
145,0,27,1.7 16V,1996,9363559,IZK817
146,0,27,1.6 Twin Spark Distinctive,1995,7095885,ZHF339
147,0,35,1.6 Twin Spark Blackline,2010,7941177,KNI911
148,0,35,1.6 Twin Spark Collezione,2009,7468968,OHI572
149,0,35,1.6 Twin Spark Distinctive,2009,4446583,YQB539
150,0,35,1.6 Twin Spark Progression,2009,6191964,UNP878
151,0,35,1.9 JTD 16V Q2,2009,5759579,DAQ113
152,0,35,2.0 TS Blackline Selespeed,2009,4320258,BFX386
153,0,35,3K 1.6 TS Progression,2009,6485978,ONS411
154,0,35,1.6 Twin Spark Blackline,2009,2762835,JTF875
155,0,35,1.6 Twin Spark Collezione,2008,1218719,CCG318
156,0,35,1.6 Twin Spark Distinctive,2008,3392502,UCC618
157,0,35,1.6 Twin Spark Progression,2008,4056062,FOL761
158,0,35,1.9 JTD 16V Q2,2008,5747793,VGM129
159,0,35,2.0 TS Blackline Selespeed,2008,7083726,FWM794
160,0,35,3K 1.6 TS Progression,2008,5662694,JCX533
161,0,35,1.6 Twin Spark Blackline,2008,1201009,GKA955
162,0,35,1.6 Twin Spark Collezione,2007,6925940,ZFP964
163,0,35,1.6 Twin Spark Distinctive,2007,1271308,JIE851
164,0,35,1.6 Twin Spark Progression,2007,9379915,MDZ125
165,0,35,1.9 JTD 16V Q2,2007,8626094,AGU989
166,0,35,2.0 TS Blackline Selespeed,2007,6146929,WCK995
167,0,35,2.0 TS Distinctive,2007,1179232,VQT197
168,0,35,2.0 TS Distinctive Selespeed,2007,7345757,YMX186
169,0,35,3.2 GTA,2007,668734,FFS265
170,0,35,3K 1.6 TS Progression,2007,3891826,QKD989
171,0,35,2.0 TS Sport,2007,1852350,TLH961
172,0,44,Q4 AWD,1997,2574527,EUP839
173,0,44,2.0 TS Sport,1997,7113407,PWE387
174,0,44,Q4 AWD,1996,2169819,IHB158
175,0,44,2.0 TS,1996,4471294,HKT354
176,0,44,2.0 TS Sport,1995,4139614,ACE627
177,0,44,Q4 AWD,1995,5607859,BNL538
178,0,44,2.0 TS,1995,5351132,NYM774
179,0,44,Q4 AWD,1994,6875659,ABX287
180,0,44,2.0 TS,1994,5844804,XQL962
181,0,44,Q4 AWD,1993,3220199,RTF949
182,0,44,2.0 TS,1993,2531515,BFQ756
183,0,44,3.0 V6 24V Sportronic,1992,3711269,ZWP576
184,0,54,3.0 V6 24V Sportronic,2003,743278,ZHT945
185,0,54,3.0 V6 24V Sportronic,2002,5235224,DVX199
186,0,54,2.5 V6 24V Sportronic,2001,5360533,GKB652
187,0,54,3.0 V6 24V Sportronic,2000,9419432,HCK261
188,0,54,2.5 V6 24V Sportronic,2000,1960053,XCJ389
189,0,54,2.5 V6 24V Sportronic,1999,7843444,SZL813
190,0,54,2.0 V6 Turbo,1998,6360054,ZKF555
191,0,54,2.0 V6 Turbo Losso,1996,4691915,PTO347
192,0,54,2.0 TS,1996,912962,JHA833
193,0,54,2.0 V6 Turbo,1995,500259,YQZ115
194,0,54,2.0 V6 Turbo Losso,1995,582731,TYM386
195,0,54,2.0 TS,1995,2304813,TRN368
196,0,54,2.0 V6 Turbo,1994,9712956,VWJ562
197,0,54,2.0 V6 Turbo Losso,1994,1607160,CSB856
198,0,54,2.0 TS,1994,8945738,TLM743
199,0,54,2.0 TS,1993,4912559,QUE521
200,0,54,2.0 TS,1992,9722843,YEW849
201,0,54,2.0 TS,1991,9692873,RUQ514
202,0,54,2.0 TS,1990,4705158,UCG212
203,0,54,2.0 TS,1989,9495770,OAN817
204,0,54,2.0 16V Distinctive,1988,560215,SQZ325
205,0,65,3.0 V6 Distinctive Otomatik,2007,1703784,YRK714
206,0,65,2.0 16V Distinctive,2007,4150384,AST943
207,0,65,3.0 V6 Distinctive Otomatik,2006,134741,SJL139
208,0,65,2.0 16V Distinctive,2006,3430126,KGW467
209,0,65,3.0 V6 Distinctive Otomatik,2005,1374598,LAQ993
210,0,65,3.0 V6 Distinctive Otomatik,2005,5909255,PYC716
211,0,65,2.0 TS 16V,2004,4608710,IIK628
212,0,65,3.0 V6 24V Super,2003,3980133,XJE549
213,0,65,2.0 16V TS Executive,2003,7301314,WWV888
214,0,65,2.0 TS 16V,2002,5756434,ZAG981
215,0,65,2.0 V6 TB,2002,7860524,AQY634
216,0,65,3.0 V6 24V Super,2002,2091001,ZEG824
217,0,65,2.0 16V TS Executive,2002,9695863,HZR472
218,0,65,2.0 TS 16V,2001,9371104,JOR358
219,0,65,2.0 V6 TB,2001,6349815,RLQ749
220,0,65,2.0 TS 16V,2001,4114772,APZ143
221,0,65,2.0 V6 TB,2000,5090717,XKV143
222,0,65,2.0 TS,2000,3022583,NFJ558
223,0,65,2.0 V6 TB,1999,6405441,DLB164
224,0,65,3.0 V6 24V Sportronic,1999,7210256,KAA983
225,0,65,2.0 TS,1999,9077665,PPW151
226,0,65,2.0 V6 TB,1998,9412192,LVP668
227,0,65,3.0 V6 24V Sportronic,1998,9845735,RBK241
228,0,65,2.0 TS,1998,5806799,GAY899
229,0,65,2.2 JTS,1997,1453154,KBF141
230,0,77,2.2 JTS Selespeed,2010,9673735,BXP597
231,0,77,2.2 JTS Sky Window,2010,9002668,OPF586
232,0,77,2.2 JTS Sky Window Selespeed,2010,5313056,SUM961
233,0,77,2.4 JTD,2010,7297501,ETN499
234,0,77,2.4 JTD Sky Window,2010,1275187,RAM784
235,0,77,3.2 V6 JTS Q4,2010,7814700,HYA776
236,0,77,3.2 V6 JTS Q4 Q-Tronic,2010,9627608,HZF487
237,0,77,3.2 V6 JTS Q4 Sky Window,2010,2273581,VMK272
238,0,77,3.2 V6 JTS Q4 Sky Window,2010,2937674,DXV613
239,0,77,2.2 JTS,2010,6037348,LAT389
240,0,77,2.2 JTS Selespeed,2009,3985239,PLT911
241,0,77,2.2 JTS Sky Window,2009,6234743,SUK256
242,0,77,2.2 JTS Sky Window Selespeed,2009,750788,UYW544
243,0,77,2.4 JTD,2009,3976336,BLB389
244,0,77,2.4 JTD Sky Window,2009,7138455,AMK333
245,0,77,3.2 V6 JTS Q4,2009,8241649,WTB574
246,0,77,3.2 V6 JTS Q4 Q-Tronic,2009,7974164,ADK137
247,0,77,3.2 V6 JTS Q4 Sky Window,2009,2631324,SDI273
248,0,77,3.2 V6 JTS Q4 Sky Window,2009,1472036,RQF388
249,0,77,2.2 JTS,2009,1240416,UFC995
250,0,77,2.2 JTS Selespeed,2008,7168472,NFV976
251,0,77,2.2 JTS Sky Window,2008,8704037,AYT598
252,0,77,2.2 JTS Sky Window Selespeed,2008,3019846,TGY865
253,0,77,2.4 JTD,2008,7244461,MSN964
254,0,77,1.9 JTD 16V Q2,2008,7881405,LPT328
255,0,90,2.0 JTS Distinctive,2010,2174636,LFD274
256,0,90,2.0 JTS Distinctive Selespeed,2010,6107828,JXK853
257,0,90,1.9 JTD 16V Q2,2010,9954307,DJP742
258,0,90,2.0 JTS Distinctive,2009,4979544,DHO591
259,0,90,2.0 JTS Distinctive Selespeed,2009,5566695,IIX785
260,0,90,1.9 JTD 16V Q2,2009,8484903,HQD277
261,0,90,2.0 JTS Distinctive,2008,4958821,VGJ277
262,0,90,2.0 JTS Distinctive Selespeed,2008,2404642,WUH494
263,0,90,1.9 JTD 16V Blackline,2008,601603,MQD562
264,0,90,1.9 JTD 16V Q2,2007,743506,NYK727
265,0,90,2.0 JTS Distinctive,2007,2047571,AGI774
266,0,90,2.0 JTS Distinctive Selespeed,2007,2726492,UQN177
267,0,90,3.2 V6 Distinctive,2007,4644632,OQU438
268,0,90,2.0 JTS Distinctive,2007,6000554,JUF761
269,0,90,2.0 JTS Distinctive Selespeed,2006,1915862,OBM239
270,0,90,3.2 V6 Distinctive,2006,7547540,DZF354
271,0,90,2.0 TS,2006,1506129,URS791
272,0,104,2.0 TS,2003,490185,QIO349
273,0,104,2.0 TS,2002,4647989,PQE131
274,0,104,2.0 TS,2001,7638153,HDA327
275,0,104,V6 TB,2000,560212,IRT646
276,0,104,2.0 TS,2000,3549848,KIP817
277,0,104,V6 TB,1999,9571438,QVS925
278,0,104,V6 TB,1999,7546963,VCS245
279,0,104,V6 TB,1998,1377810,KRW221
280,0,104,V6 TB,1997,6680516,KHI251
281,0,104,V6 TB,1996,8175070,EKK352
282,0,104,2.2 JTS,1995,8442723,IVA214
283,0,119,2.2 JTS Selespeed,2010,2062917,RRN151
284,0,119,3.2 V6 JTS Q4,2010,9024477,VGD345
285,0,119,3.2 V6 JTS Q4 Q-Tronic,2010,5006054,SNW894
286,0,119,2.2 JTS,2010,8562101,ITC176
287,0,119,2.2 JTS Selespeed,2009,7760384,MZH856
288,0,119,3.2 V6 JTS Q4,2009,1937132,JNC848
289,0,119,3.2 V6 JTS Q4 Q-Tronic,2009,8636529,ZOI468
290,0,119,2.2 JTS,2009,6668592,TTE537
291,0,119,2.2 JTS Selespeed,2008,1436910,COK593
292,0,119,3.2 V6 JTS Q4,2008,5138779,LQH344
293,0,119,3.2 V6 JTS Q4 Q-Tronic,2008,5469655,YXV489
294,0,119,2.2 JTS,2008,5889461,NNR939
295,0,119,2.2 JTS Selespeed,2007,2237780,EJZ514
296,0,119,3.2 V6 JTS Q4,2007,6356818,URF569
297,0,119,3.2 V6 JTS Q4 Q-Tronic,2007,8220668,CRY341
298,0,119,2.2 JTS,2007,7572614,SVZ673
299,0,119,2.2 JTS,2006,6781158,PNJ387
300,0,119,2.0 TS,2005,9133396,WMY628
301,0,119,2.0 TS,2003,5608205,AAR555
302,0,119,2.0 TS,2002,4870374,LJO915
303,0,119,2.0 TS,2001,6545078,ZHD499
304,0,119,2.0 TS,2000,7912839,IXF571
305,0,119,3.0 V6 TS,1999,6328784,KAP591
306,0,119,2.0 TS,1999,8576250,PJS868
307,0,119,2.0 TS Super Losso,1998,5952683,GLN981
308,0,135,2.0 TS Super Losso,1997,2909367,QQU785
309,0,135,2.0 TS Super Losso,1996,9779067,YMO335
310,0,135,1.4 IE,1995,2885334,DGV564
311,0,135,1.5 IE,1994,521571,ZFS249
312,0,135,1.7 IE,1994,8519880,KBW681
313,0,135,1.7 IE 16V Elegant,1994,9253061,NQR818
314,0,135,1.4 IE,1994,3177421,SOC939
315,0,135,1.5 IE,1993,6614193,AGO366
316,0,135,1.7 IE,1993,2871641,QJL694
317,0,135,1.7 IE 16V Elegant,1993,347613,HZH986
318,0,135,1.7 IE 16V QV,1993,579327,VZN867
319,0,135,1.4 IE,1993,3702485,QOD459
320,0,135,1.5 IE,1992,6926652,OVM476
321,0,135,1.7 IE,1992,6415903,LGS882
322,0,135,1.7 IE 16V Elegant,1992,6065319,KEM865
323,0,135,1.7 IE 16V QV,1992,8240788,UNH856
324,0,135,1.4 IE,1992,8032520,ESI671
325,0,135,1.5 IE,1991,1627975,VVN813
326,0,135,1.7 IE,1991,6510414,JME444
327,0,135,1.7 IE 16V Elegant,1991,137358,BJI864
328,0,135,1.7 IE 16V QV,1991,6852449,ACP866
329,0,135,1.5 Giardinetta AWD,1991,6447950,FOD462
330,0,135,1.7 IE,1990,4587267,YYJ387
331,0,135,1.7 IE 16V Elegant,1990,6987670,GCB946
332,0,135,2.0 Twin Spark,1990,4511823,SFH487
333,0,152,3.0 V6 America,1992,8034520,BWL267
334,0,152,2.0 Twin Spark,1992,7325376,LIR839
335,0,152,3.0 V6 America,1991,6427427,EOH397
336,0,152,1.6,1991,8842542,WBH843
337,0,152,2.0 Twin Spark,1990,8803105,GWF484
338,0,152,3.0 V6 America,1990,4320779,QZC223
339,0,152,1.6,1990,9776909,VQK891
340,0,152,2.0 Twin Spark,1989,8690557,LKL947
341,0,152,3.0 V6 America,1989,4028461,SLC861
342,0,152,1.6,1989,9966283,ASO129
343,0,152,2.0 Twin Spark,1988,8559288,HML733
344,0,152,3.0 V6 America,1988,7077775,SCA387
345,0,152,1.6,1988,5364287,IAT445
346,0,152,3.0 V6 America,1987,3172371,NSC475
347,0,152,1.6,1987,8288474,NIJ125
348,0,152,Vantage Volente,1986,380600,VQJ334
349,1,153,Vantage Volente,2004,9958331,JOW679
350,1,153,Vantage Volente,2003,6712626,UBF627
351,1,153,Vantage Volente,2002,8703983,BEC448
352,1,153,Volante,2001,327269,PMC853
353,1,153,Volante,2001,6188129,VCW754
354,1,153,Volante,2000,4531463,KBB625
355,1,153,Volante,1999,1184907,EJG329
356,1,153,Coupe,1998,7821655,JRD783
357,1,155,Volante,2012,7479494,PEP216
358,1,155,Coupe,2012,4372419,FIK852
359,1,155,Volante,2011,2565092,IFR925
360,1,155,Coupe,2011,9577302,GQE791
361,1,155,Volante,2008,5092949,MAM852
362,1,155,Coupe,2008,4163053,OGO738
363,1,155,Volante,2007,7918798,CSS281
364,1,155,Coupe,2007,4843619,SNT578
365,1,155,Volante,2006,247904,WNC534
366,1,155,Coupe,2006,5582891,UUA216
367,1,155,Volante,2005,1134195,CAK592
368,1,155,Coupe,2005,600044,PHI221
369,1,155,Volante,2004,3591295,NVA112
370,1,155,6.0 Touchtronic,2004,7290685,IDQ779
371,1,158,6.0 Volante Touchtronic,2014,632359,KZW549
372,1,158,6.0 Touchtronic,2014,6543559,DDD366
373,1,158,6.0 Volante Touchtronic,2013,3381058,KAZ371
374,1,158,6.0,2013,6794637,GNU718
375,1,158,6.0 Touchtronic,2012,6737618,JWW214
376,1,158,6.0 Volante Touchtronic,2012,9553670,TGU668
377,1,158,6.0,2012,2371652,OIS161
378,1,158,6.0 Touchtronic,2011,232833,WZS659
379,1,158,6.0 Volante Touchtronic,2011,4986037,VUH512
380,1,158,6.0 Touchtronic,2011,921187,EOU645
381,1,162,6.0 Touchtronic,2012,8978748,FGC228
382,1,162,V12 S,2011,7113660,NSI141
383,1,167,V12 S,2007,8664034,HCV418
384,1,167,V12 S,2006,7730694,XKR797
385,1,167,V12,2005,5646279,OJU747
386,1,167,V12 S,2004,2474906,SAG359
387,1,167,V12,2004,9778551,MHG526
388,1,167,V12,2003,2802853,WHZ371
389,1,167,V12,2002,1649780,YJM281
390,1,173,V8,2014,406211,ISJ332
391,1,173,V8 S,2014,3969037,SCV184
392,1,173,V8 Vantage N400,2014,8306181,ZRG351
393,1,173,V8 Vantage N400 Sportshift,2014,4277450,AQD642
394,1,173,V8 Vantage Roadster,2014,9876972,EUA372
395,1,173,V8 Vantage Roadster N400,2014,6208396,JPK532
396,1,173,V8 Vantage Roadster N400 Sportshift,2014,2854456,JKX679
397,1,173,V8 Vantage Roadster Sportshift,2014,7462710,PPW133
398,1,173,V8 Vantage S Sportshift,2014,6032220,NLH756
399,1,173,V8 Vantage Sportshift,2014,4008863,LQT194
400,1,173,V8 Vantage Sportshift Coupe,2014,3696129,VLM421
401,1,173,V12,2014,2029722,OYM969
402,1,173,V8,2013,1147794,RYO289
403,1,173,V8 S,2013,6412318,LAZ544
404,1,173,V8 Vantage N400,2013,6382982,HWT716
405,1,173,V8 Vantage N400 Sportshift,2013,751016,OHL477
406,1,173,V8 Vantage Roadster,2013,1899135,LPI569
407,1,173,V8 Vantage Roadster N400,2013,8131720,DWL569
408,1,173,V8 Vantage Roadster N400 Sportshift,2013,9545191,CXX321
409,1,173,V8 Vantage Roadster Sportshift,2013,4011981,IXX383
410,1,173,V8 Vantage S Sportshift,2013,7394018,QKT413
411,1,173,V8 Vantage Sportshift,2013,5723463,UKH958
412,1,173,V8 Vantage Sportshift Coupe,2013,1674833,WHO349
413,1,173,V12,2013,5966671,JHZ759
414,1,173,Coupe Touchtronic,2012,1969636,HWV398
415,1,180,Virage Volante Touchtronic,2014,8751279,HLJ431
416,1,180,Coupe Touchtronic,2014,8060474,PYN743
417,1,180,Virage Volante Touchtronic,2013,1315103,WNX234
418,1,180,Coupe Touchtronic,2013,2734566,OCL774
419,1,180,Virage Volante Touchtronic,2012,9350549,QHC973
420,1,180,Coupe Touchtronic,2012,6411591,EXY956
421,1,180,Virage Volante Touchtronic,2011,5902957,ITG934
422,1,180,Cabrio 1.4 TFSI Attraction S-Tronic,2011,7481693,OYO643
423,2,181,Sedan 1.2 TFSI Attraction,2016,9474882,ODG623
424,2,181,Sedan 1.4 TFSI Attraction S-Tronic,2016,2651460,TYM132
425,2,181,Sedan 1.4 TFSI Attraction S-Tronic 150,2016,6494698,CTO363
426,2,181,Sedan 1.6 TDI Attraction S-Tronic,2016,921796,ABI547
427,2,181,Sportback 1.2 TFSI Attraction,2016,6267291,PTB391
428,2,181,Sportback 1.4 TFSI Attraction S-Tronic,2016,4932580,RJF958
429,2,181,Sportback 1.4 TFSI Attraction S-Tronic 150,2016,6845792,YMB676
430,2,181,Sportback 1.6 TDI Attraction S-Tronic,2016,9693402,XLO144
431,2,181,3K 1.4 TSI Attraction S-Tronic,2016,106472,KVM845
432,2,181,3K 1.4 TSI Attraction S-Tronic 150,2015,6926863,FFZ372
433,2,181,3K 1.6 TDI Attraction S-Tronic,2015,9011104,UZD843
434,2,181,Cabrio 1.4 TFSI Attraction S-Tronic,2015,1552138,GGC576
435,2,181,Sedan 1.2 TFSI Attraction,2015,7333974,ZDS799
436,2,181,Sedan 1.4 TFSI Attraction S-Tronic,2015,9597190,KHO549
437,2,181,Sedan 1.4 TFSI Attraction S-Tronic 150,2015,1470955,CUC941
438,2,181,Sedan 1.6 TDI Attraction S-Tronic,2015,1406986,OGD139
439,2,181,Sportback 1.2 TFSI Attraction,2015,4920283,CPV953
440,2,181,Sportback 1.4 TFSI Attraction S-Tronic,2015,2479800,JKY367
441,2,181,Sportback 1.4 TFSI Attraction S-Tronic 150,2015,2351403,CSA945
442,2,181,Sportback 1.6 TDI Attraction S-Tronic,2015,8710649,ECM545
443,2,181,1.4 TFSi Ambiente S-Tronic,2015,2265050,DUQ256
444,2,181,1.4 TFSi Ambiente S-Tronic 140 BG,2014,6521662,OLH136
445,2,181,1.4 TFSi Ambiente S-Tronic Sportback,2014,8981933,HNK845
446,2,181,1.4 TFSi Ambition S-Tronic,2014,4655890,FRP891
447,2,181,1.4 TFSI S-Tronic,2014,1435502,TLQ311
448,2,183,2.0 TDI Quattro S-Tronic,2016,9663799,HQU865
449,2,183,2.0 TDI S-Tronic,2016,7973941,BWF644
450,2,183,2.0 TFSI Quattro S-Tronic,2016,8967580,TDW271
451,2,183,1.4 TFSI S-Tronic,2016,2183952,GRA772
452,2,183,1.8 TFSI Multitronic,2015,9268886,MHM187
453,2,183,2.0 TFSI Ouattro S-Tronic 252 HP,2015,7449818,KRZ437
454,2,183,2.0 TDI Multitronic,2015,7973465,ODQ354
455,2,183,2.0 TDI Multitronic 177 HP,2015,8583169,UTT361
456,2,183,2.0 TDI Multitronic 190 HP,2015,4760456,OKY491
