,77,175,19,97,Elsõ,1,Bioetanol,Automata,0,3,13,9,1606744
,78,175,19,97,Négykerék,0,Benzin,Automata,1,1,15,11,5606372
,79,175,19,97,Elsõ,0,Bioetanol,Automata,0,2,13,9,6503074
,80,66,230,69,Elsõ,0,Dizel,Automata,0,5,13,9,178841
,81,66,230,69,Négykerék,1,Benzin,Automata,1,3,14,11,937018
,82,66,230,69,Négykerék,0,Benzin,Automata,1,2,15,11,3473604
,83,66,230,69,Négykerék,1,Bioetanol,Automata,0,1,15,11,1910031
,84,24,216,133,Hátsó,1,Bioetanol,Automata,0,2,14,10,4835224
,85,24,216,24,Négykerék,1,Bioetanol,Automata,1,2,14,11,5119487
,86,93,216,133,Négykerék,1,Benzin,Automata,1,1,14,11,331370
,87,24,216,133,Hátsó,0,Dizel,Automata,1,5,14,10,3090859
,88,24,216,133,Négykerék,1,Benzin,Automata,1,3,14,11,5423739
,89,247,200,105,Elsõ,0,Dizel,Automata,0,1,15,11,2850070
,90,247,200,105,Négykerék,0,Bioetanol,Automata,1,2,17,11,3075250
,91,247,200,105,Elsõ,1,Bioetanol,Automata,0,4,16,11,4254899
,92,247,200,105,Négykerék,0,Dizel,Automata,0,3,18,12,1718426
,93,10,215,69,Elsõ,1,Dizel,Automata,0,2,13,9,3910512
,94,24,216,133,Hátsó,1,Bioetanol,Automata,0,4,13,10,6596293
,95,24,216,133,Hátsó,1,Bioetanol,Automata,0,2,14,10,3213950
,96,24,216,133,Négykerék,1,Dizel,Automata,1,2,14,11,8997642
,97,93,216,133,Négykerék,0,Dizel,Automata,0,4,14,11,1751311
,98,24,216,133,Hátsó,0,Benzin,Automata,1,2,14,10,9377360
,99,24,216,133,Négykerék,0,Dizel,Automata,0,2,14,11,5921804
,100,143,196,203,Elsõ,0,Bioetanol,Manuális,0,3,11,8,5406601
,101,152,240,57,Elsõ,1,Bioetanol,Manuális,1,5,14,9,2228372
,102,152,240,57,Elsõ,0,Dizel,Automata,1,1,11,8,6052376
,103,152,240,57,Elsõ,0,Dizel,Manuális,1,1,11,8,6568171
,104,152,240,57,Elsõ,1,Dizel,Automata,0,1,11,8,1090458
,105,152,240,57,Elsõ,0,Dizel,Automata,1,1,12,8,3187367
,106,152,240,57,Elsõ,1,Dizel,Manuális,1,1,11,8,9322927
,107,152,240,57,Elsõ,0,Dizel,Automata,1,2,11,8,7710930
,108,152,240,57,Elsõ,0,Dizel,Manuális,1,4,11,8,8761700
,109,45,150,57,Hátsó,0,Bioetanol,Manuális,0,3,13,9,8707715
,110,45,150,57,Hátsó,0,Benzin,Automata,0,5,13,9,7845066
,111,45,150,57,Hátsó,0,Bioetanol,Manuális,1,3,13,9,2689592
,112,45,150,57,Hátsó,1,Benzin,Automata,1,5,13,9,8915039
,113,45,150,57,Hátsó,1,Dizel,Manuális,0,1,13,9,1934359
,114,45,150,57,Hátsó,1,Dizel,Manuális,1,2,13,9,3081724
,115,45,150,57,Hátsó,0,Bioetanol,Automata,1,2,13,9,6811527
,116,45,150,57,Hátsó,1,Dizel,Automata,0,2,13,9,659513
,117,143,196,203,Elsõ,0,Bioetanol,Manuális,0,2,11,8,8023497
,118,35,150,52,Hátsó,1,Dizel,Manuális,0,5,13,9,3394280
,119,35,150,52,Hátsó,0,Bioetanol,Manuális,0,3,13,9,2695061
,120,35,150,52,Hátsó,1,Bioetanol,Automata,1,3,12,9,2942385
,121,35,150,52,Hátsó,1,Benzin,Manuális,1,4,13,9,1148176
,122,143,196,203,Elsõ,0,Bioetanol,Manuális,1,5,11,8,6205172
,123,35,150,52,Hátsó,0,Bioetanol,Automata,0,3,12,9,7174945
,124,35,150,52,Hátsó,1,Dizel,Manuális,0,3,13,9,6503723
,125,35,150,52,Hátsó,1,Bioetanol,Manuális,1,4,13,9,9595758
,126,35,150,52,Hátsó,1,Benzin,Automata,1,1,12,9,1167793
,127,147,95,248,Négykerék,1,Dizel,Manuális,1,2,11,8,979552
,128,147,95,248,Négykerék,1,Bioetanol,Automata,1,4,11,8,8115653
,129,147,95,214,Négykerék,1,Bioetanol,Manuális,1,4,11,8,6884428
,130,147,95,214,Négykerék,1,Benzin,Automata,1,4,11,8,329111
,131,193,57,186,Elsõ,1,Bioetanol,Manuális,0,5,8,6,166608
,132,193,57,186,Elsõ,1,Benzin,Manuális,1,2,8,6,7394965
,133,193,57,186,Elsõ,0,Benzin,Manuális,1,1,8,6,4766946
,134,193,57,160,Elsõ,0,Bioetanol,Manuális,1,1,6,6,5791821
,135,193,57,160,Elsõ,0,Benzin,Manuális,1,3,8,6,7783030
,136,193,57,160,Elsõ,0,Bioetanol,Manuális,1,3,8,6,7392977
,137,167,168,247,Elsõ,0,Bioetanol,Automata,1,5,11,8,7478746
,138,167,168,247,Elsõ,0,Dizel,Manuális,1,4,11,8,7522083
,139,167,155,247,Elsõ,1,Dizel,Automata,0,5,11,8,8088966
,140,167,155,247,Elsõ,1,Bioetanol,Manuális,0,5,11,8,7954581
,141,147,95,34,Négykerék,1,Dizel,Automata,0,5,11,9,4287515
,142,147,95,34,Négykerék,0,Benzin,Manuális,0,3,11,8,4832138
,143,172,123,234,Elsõ,1,Bioetanol,Automata,0,1,11,8,4199289
,144,190,123,234,Négykerék,0,Bioetanol,Automata,0,2,12,9,7650230
,145,156,95,248,Négykerék,1,Bioetanol,Automata,0,1,11,8,4128494
,146,156,95,214,Négykerék,0,Benzin,Automata,1,3,11,8,8850641
,147,155,95,34,Négykerék,0,Dizel,Automata,0,2,10,8,1157949
,148,152,240,57,Elsõ,1,Benzin,Manuális,0,1,10,7,1713041
,149,152,240,57,Elsõ,0,Dizel,Automata,1,5,11,7,9857637
,150,152,240,57,Elsõ,0,Benzin,Manuális,1,1,14,9,1692489
,151,152,240,57,Elsõ,1,Dizel,Manuális,1,5,10,7,3099921
,152,152,240,57,Elsõ,0,Bioetanol,Automata,1,4,12,8,4983829
,153,152,240,57,Elsõ,0,Benzin,Automata,1,3,11,7,7719898
,154,152,240,57,Elsõ,0,Bioetanol,Automata,0,2,11,7,6882545
,155,193,226,186,Elsõ,1,Dizel,Manuális,1,5,8,6,196375
,156,193,226,186,Elsõ,0,Dizel,Manuális,0,4,8,6,3721002
,157,193,226,160,Elsõ,1,Dizel,Manuális,0,4,8,6,9225683
,158,193,226,160,Elsõ,0,Benzin,Manuális,1,2,8,6,6053964
,159,58,66,54,Elsõ,1,Bioetanol,Manuális,1,1,11,8,5659965
,160,195,66,54,Elsõ,0,Bioetanol,Automata,0,2,11,8,6107639
,161,195,66,54,Elsõ,0,Benzin,Manuális,1,3,11,8,8244974
,162,195,66,54,Elsõ,1,Benzin,Automata,1,2,11,8,8248609
,163,195,66,54,Elsõ,0,Dizel,Manuális,1,2,11,8,2725039
,164,195,66,54,Elsõ,1,Dizel,Automata,0,4,11,8,7952789
,165,195,66,54,Elsõ,1,Dizel,Manuális,1,1,11,8,494523
,166,195,66,54,Elsõ,0,Benzin,Automata,1,2,11,8,7555034
,167,195,71,54,Elsõ,1,Bioetanol,Automata,1,3,12,8,6681288
,168,206,155,57,Elsõ,1,Benzin,Automata,1,3,12,8,2234900
,169,206,155,57,Elsõ,0,Benzin,Automata,0,3,12,8,9795249
,170,35,150,57,Hátsó,0,Bioetanol,Automata,0,1,13,9,6396330
,171,35,150,57,Hátsó,1,Bioetanol,Automata,1,1,13,9,1288275
,172,35,150,57,Hátsó,1,Dizel,Manuális,0,2,13,9,5901396
,173,35,150,57,Hátsó,0,Benzin,Manuális,0,4,13,9,9298815
,174,205,155,57,Elsõ,0,Dizel,Automata,0,4,12,8,3391974
,175,206,155,57,Elsõ,0,Benzin,Automata,0,1,12,8,1063663
,176,206,155,57,Elsõ,0,Bioetanol,Automata,0,3,12,8,2378537
,177,191,198,29,Elsõ,0,Dizel,Manuális,0,5,11,7,7484171
,178,191,198,29,Elsõ,1,Dizel,Automata,0,4,11,7,936328
,179,191,198,29,Elsõ,1,Dizel,Manuális,1,4,11,7,7290828
,180,191,198,29,Elsõ,1,Benzin,Automata,0,3,11,7,4459790
,181,191,198,29,Elsõ,1,Bioetanol,Automata,1,5,12,8,1345226
,182,186,198,29,Elsõ,0,Dizel,Manuális,0,5,11,7,6625755
,183,186,198,29,Elsõ,1,Bioetanol,Automata,1,5,11,7,2659181
,184,186,198,29,Elsõ,0,Dizel,Automata,0,5,12,8,4764002
,185,191,198,29,Elsõ,1,Dizel,Automata,1,3,11,7,1267881
,186,191,198,29,Elsõ,1,Benzin,Automata,1,5,12,8,3089745
,187,185,181,31,Elsõ,0,Bioetanol,Manuális,0,2,9,7,4851057
,188,185,181,31,Elsõ,0,Benzin,Manuális,0,1,9,7,6651223
,189,208,93,186,Elsõ,1,Dizel,Manuális,0,5,9,7,2783629
,190,208,93,186,Elsõ,0,Benzin,Automata,0,4,9,7,6530393
,191,208,93,186,Elsõ,0,Bioetanol,Manuális,0,1,9,7,6200373
,192,208,93,186,Elsõ,1,Dizel,Automata,0,5,9,7,7942905
,193,208,93,186,Elsõ,1,Bioetanol,Manuális,1,5,9,7,5189827
,194,208,93,186,Elsõ,1,Bioetanol,Automata,0,1,9,7,2700728
,195,208,93,186,Elsõ,1,Dizel,Automata,0,4,9,7,6180852
,196,208,93,186,Elsõ,0,Dizel,Manuális,0,2,10,7,2509025
,197,208,93,186,Elsõ,1,Dizel,Automata,0,3,10,7,9312034
,198,208,93,186,Elsõ,1,Benzin,Manuális,1,5,10,7,6112623
,199,208,93,186,Elsõ,0,Dizel,Automata,1,2,10,7,1942329
,200,208,93,186,Elsõ,1,Benzin,Manuális,1,1,10,7,3052722
,201,208,93,186,Elsõ,1,Bioetanol,Automata,0,3,10,7,9821918
,202,208,93,186,Elsõ,0,Dizel,Manuális,0,5,10,7,9525327
,203,208,93,186,Elsõ,1,Dizel,Automata,0,5,10,7,3726960
,204,139,242,3,Elsõ,0,Bioetanol,Manuális,1,1,10,8,7267660
,205,139,242,3,Elsõ,0,Dizel,Manuális,1,4,13,9,1103905
,206,213,243,69,Négykerék,1,Benzin,Automata,1,2,13,9,2452502
,207,213,243,69,Elsõ,0,Benzin,Automata,0,4,12,8,8422895
,208,175,19,97,Négykerék,0,Benzin,Automata,1,4,14,10,3807787
,209,175,19,97,Elsõ,0,Bioetanol,Automata,1,1,12,9,6380878
,210,175,19,97,Négykerék,1,Bioetanol,Automata,0,2,14,10,8249364
,211,66,230,69,Négykerék,0,Benzin,Automata,1,5,14,10,5141881
,212,66,230,69,Elsõ,0,Benzin,Automata,1,2,12,9,2088142
,213,247,200,105,Elsõ,1,Benzin,Automata,0,4,15,10,624355
,214,247,200,105,Elsõ,1,Benzin,Automata,1,4,15,10,3075530
,215,139,242,3,Elsõ,1,Benzin,Manuális,0,1,10,7,6983187
,216,139,242,3,Elsõ,0,Dizel,Manuális,1,1,13,9,4186897
,217,191,197,29,Elsõ,1,Benzin,Manuális,1,1,11,7,322548
,218,191,198,29,Elsõ,0,Dizel,Automata,1,1,11,7,8975037
,219,191,198,29,Elsõ,0,Bioetanol,Manuális,0,4,11,7,6455139
,220,191,198,29,Elsõ,1,Bioetanol,Automata,0,1,11,7,1491069
,221,191,198,29,Elsõ,1,Bioetanol,Automata,1,1,12,8,3863424
,222,186,198,29,Elsõ,1,Dizel,Manuális,1,4,11,7,918793
,223,186,198,29,Elsõ,1,Benzin,Automata,0,3,11,7,9091395
,224,186,198,29,Elsõ,0,Bioetanol,Automata,1,2,12,8,9610287
,225,191,216,29,Elsõ,1,Dizel,Automata,1,4,11,7,9910520
,226,191,198,29,Elsõ,1,Benzin,Automata,0,5,12,8,9613667
,227,247,200,105,Elsõ,1,Dizel,Automata,0,3,16,11,2397999
,228,247,200,105,Elsõ,0,Benzin,Automata,1,2,15,11,8273639
,229,175,19,97,Négykerék,0,Dizel,Automata,0,2,15,11,3286744
,230,175,19,97,Négykerék,0,Bioetanol,Automata,0,5,14,11,7219188
,231,175,19,97,Elsõ,0,Dizel,Automata,1,4,13,9,2444188
,232,193,169,234,Négykerék,0,Dizel,Automata,0,3,12,9,6221749
,233,218,169,234,Elsõ,0,Benzin,Automata,1,4,11,8,1588949
,234,124,198,152,Négykerék,1,Benzin,Automata,0,2,29,17,2617750
,235,109,195,123,Négykerék,0,Benzin,Automata,0,2,24,14,6741650
,236,99,195,123,Négykerék,0,Dizel,Automata,1,2,24,14,2387196
,237,208,93,188,Elsõ,1,Benzin,Manuális,0,2,10,7,8172905
,238,208,93,188,Elsõ,0,Bioetanol,Automata,0,4,10,7,4584302
,239,208,93,188,Elsõ,0,Dizel,Manuális,1,3,10,7,3692759
,240,208,93,188,Elsõ,0,Bioetanol,Automata,0,3,10,7,1749133
,241,109,195,135,Négykerék,0,Bioetanol,Automata,0,2,21,13,1262052
,242,109,195,125,Négykerék,0,Dizel,Automata,1,1,24,14,3317361
,243,117,195,135,Négykerék,0,Bioetanol,Automata,0,1,24,14,7551394
,244,210,34,107,Hátsó,0,Benzin,Automata,0,2,26,16,5081049
,245,186,220,227,Elsõ,1,Dizel,Manuális,0,3,8,7,3492221
,246,186,220,227,Elsõ,0,Benzin,Automata,1,2,9,7,371056
,247,186,220,227,Elsõ,0,Bioetanol,Automata,0,5,9,7,6724587
,248,186,202,227,Elsõ,0,Benzin,Manuális,0,5,8,7,2300781
,249,186,202,227,Elsõ,1,Bioetanol,Automata,0,3,9,7,9484051
,250,13,24,156,Hátsó,1,Benzin,Automata,0,4,18,12,1257450
,251,101,14,227,Négykerék,1,Benzin,Automata,0,3,11,8,6018575
,252,103,17,228,Négykerék,0,Bioetanol,Automata,1,3,12,9,2264941
,253,102,202,196,Hátsó,1,Benzin,Automata,0,2,21,13,3192217
,254,104,202,196,Hátsó,1,Dizel,Automata,0,3,21,13,3507019
,255,92,17,189,Négykerék,1,Benzin,Manuális,1,1,11,8,7702947
,256,92,17,189,Négykerék,0,Benzin,Automata,1,1,11,8,6411239
,257,61,234,194,Hátsó,0,Bioetanol,Automata,1,5,21,13,756927
,258,92,17,189,Négykerék,1,Benzin,Automata,1,5,11,8,4487661
,259,92,17,189,Négykerék,1,Benzin,Manuális,1,2,11,8,5282703
,260,92,17,62,Négykerék,1,Dizel,Manuális,1,5,11,8,3998785
,261,92,17,62,Négykerék,0,Benzin,Automata,0,5,13,9,9731768
,262,92,17,62,Négykerék,1,Dizel,Automata,1,3,11,9,4555748
,263,43,232,194,Hátsó,1,Bioetanol,Automata,1,1,21,13,4295344
,264,13,24,156,Hátsó,0,Bioetanol,Automata,0,3,18,12,1477755
,265,195,71,54,Elsõ,1,Bioetanol,Automata,1,5,12,8,7582945
,266,102,207,196,Hátsó,1,Benzin,Automata,1,5,21,13,5819483
,267,195,86,54,Elsõ,0,Benzin,Manuális,0,2,10,7,2465969
,268,195,86,54,Elsõ,0,Dizel,Automata,1,5,10,7,5378067
,269,195,86,54,Elsõ,1,Dizel,Automata,1,5,10,7,7061044
,270,195,86,54,Elsõ,0,Benzin,Automata,1,4,10,7,6737432
,271,195,86,54,Elsõ,1,Dizel,Manuális,1,3,10,7,3649093
,272,195,86,54,Elsõ,0,Bioetanol,Automata,0,4,10,7,7817543
,273,195,86,54,Elsõ,0,Bioetanol,Automata,1,1,12,8,7721684
,274,195,86,54,Elsõ,1,Dizel,Automata,1,3,10,7,1222883
,275,195,86,54,Elsõ,0,Dizel,Automata,1,4,12,8,7979999
,276,102,202,196,Hátsó,1,Dizel,Automata,0,2,21,13,8018811
,277,61,234,194,Hátsó,1,Dizel,Automata,1,2,21,13,5828921
,278,43,232,194,Hátsó,0,Dizel,Automata,1,3,21,13,5635363
,279,172,19,242,Elsõ,0,Benzin,Manuális,0,3,10,7,9614216
,280,172,19,242,Elsõ,0,Benzin,Automata,1,1,10,8,6806793
,281,172,19,242,Elsõ,1,Dizel,Automata,0,3,10,8,5517391
,282,172,19,242,Elsõ,0,Bioetanol,Automata,1,2,10,8,6170233
,283,172,19,242,Elsõ,0,Dizel,Automata,0,3,10,8,2861711
,284,172,19,242,Elsõ,0,Bioetanol,Automata,1,1,10,8,1678664
,285,172,19,242,Elsõ,1,Dizel,Manuális,1,5,10,7,739439
,286,172,19,242,Elsõ,1,Bioetanol,Automata,1,3,10,8,549839
,287,172,19,242,Elsõ,1,Benzin,Manuális,0,3,10,7,9238144
,288,172,19,242,Elsõ,1,Dizel,Manuális,1,1,10,7,7472083
,289,172,19,242,Elsõ,0,Bioetanol,Manuális,1,1,10,7,4351401
,290,172,19,242,Elsõ,0,Bioetanol,Manuális,0,5,10,7,7471195
,291,186,187,224,Elsõ,0,Dizel,Manuális,0,3,9,7,8173070
,292,186,187,224,Elsõ,0,Benzin,Automata,1,3,9,7,5569268
,293,186,187,224,Elsõ,0,Dizel,Manuális,0,2,9,7,4774278
,294,186,187,224,Elsõ,0,Bioetanol,Automata,1,5,9,7,6373230
,295,186,187,224,Elsõ,0,Bioetanol,Automata,1,1,9,7,6205671
,296,186,187,224,Elsõ,1,Benzin,Automata,0,4,9,7,8310410
,297,186,187,224,Elsõ,1,Bioetanol,Manuális,0,3,11,8,4920316
,298,186,187,224,Elsõ,1,Dizel,Automata,0,1,11,8,8664695
,299,19,63,113,Hátsó,1,Dizel,Automata,0,2,14,11,4578012
,300,37,63,113,Négykerék,1,Benzin,Manuális,1,3,16,12,4236334
,301,37,63,113,Négykerék,0,Benzin,Automata,0,2,14,11,6837832
,302,188,61,82,Négykerék,0,Bioetanol,Automata,0,4,12,8,5793684
,303,179,63,237,Négykerék,0,Dizel,Automata,1,3,13,9,681482
,304,177,202,244,Elsõ,1,Benzin,Automata,1,5,10,8,7391930
,305,177,202,244,Elsõ,1,Bioetanol,Automata,0,3,10,8,820120
,306,177,202,244,Elsõ,1,Benzin,Automata,1,3,10,8,2736693
,307,177,202,244,Elsõ,0,Bioetanol,Manuális,1,3,11,8,3480922
,308,177,202,244,Elsõ,0,Benzin,Manuális,1,5,11,8,6500628
,309,177,202,244,Elsõ,0,Bioetanol,Automata,1,4,10,8,4318248
,310,177,202,244,Elsõ,1,Bioetanol,Automata,1,5,10,8,8550264
,311,177,202,244,Elsõ,0,Bioetanol,Manuális,1,5,11,8,9872729
,312,177,202,244,Elsõ,0,Bioetanol,Automata,1,1,10,8,4859688
,313,177,202,244,Elsõ,1,Dizel,Manuális,0,5,11,8,3141164
,314,177,202,244,Elsõ,0,Benzin,Manuális,1,3,11,8,2830120
,315,177,202,244,Elsõ,1,Benzin,Manuális,1,2,11,8,8875127
,316,177,202,244,Elsõ,0,Bioetanol,Manuális,0,1,11,8,7288400
,317,177,202,244,Elsõ,1,Dizel,Manuális,0,1,8,6,2945889
,318,177,202,244,Elsõ,0,Dizel,Automata,1,3,10,8,7076385
,319,177,202,244,Elsõ,0,Benzin,Automata,1,2,10,8,5399349
,320,177,202,244,Elsõ,0,Bioetanol,Manuális,0,3,8,6,9871116
,321,19,63,113,Hátsó,1,Dizel,Automata,1,3,14,11,9544736
,322,37,63,113,Négykerék,0,Bioetanol,Manuális,0,1,16,12,7927431
,323,37,63,113,Négykerék,1,Bioetanol,Automata,0,5,14,11,9605960
,324,194,177,118,Elsõ,0,Dizel,Automata,0,4,12,9,6676007
,325,194,177,118,Elsõ,0,Benzin,Automata,1,3,12,9,8788381
,326,194,177,118,Négykerék,1,Dizel,Automata,1,3,14,11,8195779
,327,224,177,118,Elsõ,1,Bioetanol,Automata,1,2,12,9,8716262
,328,224,177,118,Elsõ,1,Bioetanol,Automata,1,1,13,10,3223193
,329,224,177,118,Négykerék,1,Benzin,Automata,1,3,14,11,7045318
,330,224,177,118,Elsõ,1,Bioetanol,Automata,0,5,13,10,9478097
,331,224,177,118,Négykerék,1,Dizel,Automata,0,5,14,11,6653503
,332,194,177,118,Elsõ,1,Dizel,Automata,1,1,12,9,3899949
,333,194,177,118,Elsõ,0,Dizel,Automata,0,3,13,10,8589346
,334,194,177,118,Négykerék,1,Bioetanol,Automata,1,2,14,10,2679951
,335,224,177,118,Elsõ,1,Bioetanol,Automata,1,3,13,10,319542
,336,224,177,118,Négykerék,0,Bioetanol,Automata,0,3,14,10,7156367
,337,224,177,118,Elsõ,0,Bioetanol,Automata,1,5,13,10,1208087
,338,224,177,118,Négykerék,1,Bioetanol,Automata,0,1,14,10,3314239
,339,224,177,118,Elsõ,0,Benzin,Automata,0,4,13,10,8187809
,340,224,177,118,Négykerék,1,Benzin,Automata,1,1,14,10,5709950
,341,132,134,105,Elsõ,0,Benzin,Automata,1,3,13,9,8250222
,342,132,134,105,Elsõ,0,Dizel,Automata,1,4,13,9,5571300
,343,132,134,105,Négykerék,0,Bioetanol,Automata,1,1,13,9,8968798
,344,88,87,179,Négykerék,0,Benzin,Automata,1,3,18,13,6413328
,345,88,87,179,Négykerék,1,Dizel,Automata,0,2,18,13,8527544
,346,13,14,229,Elsõ,1,Benzin,Manuális,0,2,9,7,5136496
,347,13,14,229,Elsõ,0,Benzin,Automata,1,5,9,7,8477203
,348,13,14,229,Elsõ,1,Bioetanol,Manuális,0,1,11,8,3537350
,349,13,14,229,Elsõ,1,Bioetanol,Automata,1,1,11,8,9489029
,350,24,14,229,Négykerék,1,Bioetanol,Automata,1,5,12,9,9286862
,351,38,95,189,Hátsó,1,Benzin,Automata,1,2,24,15,8243161
,352,38,95,189,Hátsó,0,Benzin,Automata,1,1,24,15,7944323
,353,1,95,189,Hátsó,0,Benzin,Automata,1,2,24,15,7013415
,354,38,95,189,Hátsó,1,Benzin,Automata,1,2,24,15,2477845
,355,1,95,189,Hátsó,0,Benzin,Automata,0,4,24,15,537106
,356,38,20,189,Hátsó,0,Bioetanol,Automata,0,3,24,15,1008041
,357,38,20,189,Hátsó,1,Bioetanol,Automata,0,2,24,15,1967587
,358,38,20,189,Hátsó,1,Dizel,Automata,1,2,24,15,642345
,359,38,20,189,Hátsó,1,Benzin,Automata,1,5,24,15,4920656
