,95,179,1,0,6,1,5,,,,
,96,180,1,20,6,2,4,,,,
,97,181,1,20,7,2,5,,,,
,98,183,2,20,7,2,1,,,,
,99,186,2,10,7,1,5,,,,
,100,190,1,10,6,4,3,,,,
,101,191,1,10,7,2,3,,,,
,102,193,2,10,7,2,3,,,,
,103,195,1,20,6,3,3,,,,
,104,196,2,0,7,3,3,,,,
,105,197,2,10,7,1,3,,,,
,106,200,2,15,7,3,3,,,,
,107,201,1,15,6,3,3,,,,
,108,203,2,10,7,1,3,,,,
,109,205,2,15,7,4,3,,,,
,110,208,1,10,6,4,3,,,,
,111,211,1,15,6,1,3,,,,
,112,215,2,20,6,1,3,,,,
,113,216,1,10,7,2,3,,,,
,114,217,1,20,7,2,3,,,,
,115,220,1,0,6,2,3,,,,
,116,223,2,15,7,4,3,,,,
,117,226,2,0,7,1,3,,,,
,118,228,2,15,6,2,3,,,,
,119,231,1,15,7,4,3,,,,
,120,232,1,15,6,2,3,,,,
,121,234,1,20,6,3,3,,,,
,122,235,2,10,7,2,3,,,,
,123,236,1,20,6,1,2,,,,
,124,238,1,20,6,3,5,,,,
,125,239,1,20,7,2,1,,,,
,126,242,1,10,6,4,5,,,,
,127,243,2,0,7,4,2,,,,
,128,244,1,0,7,3,5,,,,
,129,245,2,10,6,1,3,,,,
,130,246,2,20,6,1,2,,,,
,131,247,1,0,7,4,5,,,,
,132,249,1,20,7,1,2,,,,
,133,254,1,20,6,4,2,,,,
,134,255,2,20,7,4,1,,,,
,135,256,2,20,7,3,3,,,,
,136,261,2,20,6,2,1,,,,
,137,262,2,20,7,1,4,,,,
,138,264,2,10,6,4,1,,,,
,139,267,1,15,7,4,3,,,,
,140,271,1,15,7,2,3,,,,
,141,274,2,10,6,2,5,,,,
,142,275,1,10,7,3,1,,,,
,143,277,2,20,6,1,1,,,,
,144,279,2,20,6,2,1,,,,
,145,280,2,0,6,2,5,,,,
,146,281,1,10,7,1,1,,,,
,147,282,1,0,6,2,5,,,,
,148,283,1,10,7,1,3,,,,
,149,286,2,15,7,2,3,,,,
,150,287,1,10,7,4,5,,,,
,151,288,2,10,6,2,1,,,,
,152,291,1,10,6,4,4,,,,
,153,292,1,0,7,4,2,,,,
,154,295,1,15,6,4,2,,,,
,155,297,2,10,6,4,3,,,,
,156,299,1,20,6,2,1,,,,
,157,300,2,10,6,2,3,,,,
,158,301,2,20,7,3,2,,,,
,159,302,2,15,7,3,4,,,,
,160,307,2,0,7,3,1,,,,
,161,309,2,10,7,3,1,,,,
,162,311,2,20,7,2,3,,,,
,163,313,2,10,6,1,2,,,,
,164,314,1,0,6,2,4,,,,
,165,315,1,0,7,4,2,,,,
,166,318,1,10,7,1,5,,,,
,167,319,2,15,7,2,3,,,,
,168,321,1,10,6,3,3,,,,
,169,322,1,20,7,1,3,,,,
,170,323,2,20,7,2,5,,,,
,171,324,2,15,6,4,2,,,,
,172,326,2,10,6,1,2,,,,
,173,327,2,20,6,3,4,,,,
,174,329,2,0,6,3,5,,,,
,175,332,2,10,7,3,5,,,,
,176,334,1,0,6,4,2,,,,
,177,336,1,0,6,4,1,,,,
,178,337,1,10,6,2,3,,,,
,179,338,2,10,6,2,2,,,,
,180,340,2,15,6,3,4,,,,
,181,342,2,0,6,2,4,,,,
,182,343,1,0,7,1,2,,,,
,183,345,1,10,6,3,3,,,,
,184,346,2,15,7,1,3,,,,
,185,347,1,15,6,3,4,,,,
,186,349,2,15,6,4,3,,,,
,187,350,2,0,6,3,3,,,,
,188,352,2,10,6,1,4,,,,
,189,354,2,15,7,2,5,,,,
,190,356,2,20,7,1,4,,,,
,191,358,2,20,7,4,3,,,,
,192,360,2,0,7,3,2,,,,
,193,362,2,20,7,4,5,,,,
,194,364,1,0,6,4,3,,,,
,195,365,2,20,6,2,4,,,,
,196,366,1,15,6,3,3,,,,
,197,368,2,10,6,2,1,,,,
,198,370,1,10,6,3,1,,,,
,199,371,2,15,7,3,4,,,,
,200,372,1,10,7,1,3,,,,
,201,374,2,10,7,2,5,,,,
,202,375,1,0,7,4,1,,,,
,203,378,2,20,7,3,5,,,,
,204,383,2,15,7,1,5,,,,
,205,384,2,20,7,3,5,,,,
,206,385,2,10,6,3,3,,,,
,207,386,2,15,7,2,5,,,,
,208,389,1,0,6,4,2,,,,
,209,394,1,10,6,3,5,,,,
,210,395,2,0,7,1,4,,,,
,211,398,2,20,7,4,5,,,,
,212,401,1,10,6,3,1,,,,
,213,402,2,10,6,1,2,,,,
,214,403,2,10,6,3,1,,,,
,215,407,2,10,6,2,1,,,,
,216,408,1,15,7,1,4,,,,
,217,409,1,20,6,1,4,,,,
,218,411,2,10,6,1,1,,,,
,219,413,2,15,7,3,1,,,,
,220,415,2,10,6,3,2,,,,
,221,417,1,20,6,4,4,,,,
,222,418,2,20,6,4,2,,,,
,223,419,1,20,6,1,3,,,,
,224,420,1,15,7,4,4,,,,
,225,421,1,10,7,4,2,,,,
,226,424,1,15,6,3,3,,,,
,227,429,1,20,6,1,5,,,,
,228,432,1,20,7,4,5,,,,
,229,434,2,10,6,2,5,,,,
,230,437,1,0,6,2,5,,,,
,231,441,1,20,6,1,5,,,,
,232,444,2,20,7,2,5,,,,
,233,445,2,20,7,1,4,,,,
,234,446,1,0,6,3,1,,,,
,235,447,2,15,6,4,1,,,,
,236,448,1,10,7,2,1,,,,
,237,450,2,10,6,1,1,,,,
,238,456,1,10,6,1,1,,,,
,239,457,2,0,7,1,1,,,,
,240,461,1,10,6,4,1,,,,
,241,466,1,10,7,2,1,,,,
,242,467,2,10,6,1,1,,,,
,243,468,2,0,6,4,1,,,,
,244,469,1,0,7,2,1,,,,
,245,470,1,10,7,1,1,,,,
,246,471,1,0,7,3,1,,,,
,247,477,1,20,7,2,1,,,,
,248,479,2,0,6,2,1,,,,
,249,480,2,10,6,3,1,,,,
,250,481,1,10,7,1,1,,,,
,251,482,1,0,7,1,1,,,,
,252,484,2,15,7,3,1,,,,
,253,485,1,20,6,1,1,,,,
,254,486,1,15,6,1,1,,,,
,255,488,1,15,7,1,1,,,,
,256,489,2,15,6,2,3,,,,
,257,490,1,15,7,2,5,,,,
,258,493,2,20,7,4,5,,,,
,259,494,1,10,7,3,5,,,,
,260,502,2,20,7,4,2,,,,
,261,504,1,0,7,2,1,,,,
,262,506,2,0,7,3,3,,,,
,263,512,1,20,7,4,1,,,,
,264,513,2,15,7,3,5,,,,
,265,514,1,20,7,1,1,,,,
,266,516,1,0,6,2,2,,,,
,267,517,2,10,7,4,2,,,,
,268,518,1,10,6,4,5,,,,
,269,520,1,15,6,1,5,,,,
,270,522,2,10,7,4,5,,,,
,271,527,2,10,7,4,4,,,,
,272,530,2,10,6,1,1,,,,
,273,532,1,10,6,1,4,,,,
,274,533,1,10,6,3,4,,,,
,275,537,2,10,7,4,4,,,,
,276,538,1,15,6,4,4,,,,
,277,540,2,10,7,2,5,,,,
,278,541,2,15,6,2,4,,,,
,279,542,2,20,7,4,1,,,,
,280,544,1,0,6,1,1,,,,
,281,547,1,20,7,1,3,,,,
,282,550,2,20,6,1,5,,,,
,283,552,1,20,6,3,3,,,,
,284,553,1,0,6,3,1,,,,
,285,557,2,15,7,2,3,,,,
,286,560,1,20,7,2,1,,,,
,287,561,2,10,7,1,2,,,,
,288,562,1,15,7,1,2,,,,
,289,564,1,15,7,4,1,,,,
,290,565,1,20,7,2,4,,,,
,291,566,1,0,7,1,3,,,,
,292,568,1,0,7,3,2,,,,
,293,572,2,15,6,4,5,,,,
,294,573,1,15,6,3,3,,,,
,295,575,2,10,6,2,3,,,,
,296,578,1,10,7,3,5,,,,
,297,583,1,15,6,4,3,,,,
,298,585,2,10,6,1,3,,,,
,299,587,2,20,6,2,1,,,,
,300,588,2,0,7,1,5,,,,
,301,590,1,10,7,1,3,,,,
,302,592,2,20,7,4,1,,,,
,303,593,2,15,7,4,5,,,,
,304,594,2,10,7,2,1,,,,
,305,596,2,0,6,1,3,,,,
,306,599,1,0,6,2,4,,,,
,307,600,2,0,6,1,3,,,,
,308,601,2,20,6,3,5,,,,
,309,604,2,0,6,3,3,,,,
,310,606,2,0,6,3,2,,,,
,311,607,2,0,6,4,2,,,,
,312,610,1,20,7,2,5,,,,
,313,611,2,15,7,2,4,,,,
,314,615,1,15,7,1,1,,,,
,315,617,2,20,6,2,3,,,,
,316,618,2,15,7,1,1,,,,
,317,621,1,20,7,4,1,,,,
,318,623,1,0,6,1,5,,,,
,319,624,1,15,6,3,5,,,,
,320,627,2,15,7,4,4,,,,
,321,629,2,15,7,2,5,,,,
,322,631,1,20,6,4,1,,,,
,323,636,2,10,7,4,5,,,,
,324,638,1,10,6,2,2,,,,
,325,639,2,10,7,3,5,,,,
,326,640,1,20,7,3,2,,,,
,327,642,2,20,7,2,4,,,,
,328,643,2,10,6,3,2,,,,
,329,645,1,15,6,1,5,,,,
,330,648,2,0,6,1,3,,,,
,331,650,2,10,6,3,5,,,,
,332,652,2,15,6,1,4,,,,
,333,653,2,0,7,1,1,,,,
,334,655,2,20,6,1,2,,,,
,335,657,1,15,6,1,2,,,,
,336,661,1,0,6,1,3,,,,
,337,664,1,20,7,1,1,,,,
,338,668,2,20,6,1,2,,,,
,339,669,2,20,6,1,2,,,,
,340,672,2,20,7,4,1,,,,
,341,673,2,15,6,2,2,,,,
,342,675,1,15,6,2,1,,,,
,343,677,2,15,7,2,1,,,,
,344,679,1,0,6,4,1,,,,
,345,680,2,10,6,4,1,,,,
,346,683,1,0,7,4,1,,,,
,347,684,1,10,7,3,1,,,,
,348,686,1,15,6,3,1,,,,
,349,687,1,20,6,3,1,,,,
,350,688,2,20,7,4,1,,,,
,351,689,2,15,6,2,1,,,,
,352,692,1,0,6,4,1,,,,
,353,693,1,15,7,3,1,,,,
,354,696,1,0,7,4,1,,,,
,355,700,2,10,6,4,1,,,,
,356,701,1,10,6,3,1,,,,
,357,704,2,20,7,4,1,,,,
,358,705,2,20,6,1,1,,,,
,359,707,2,15,7,4,1,,,,
,360,708,2,0,7,1,5,,,,
,361,709,1,20,6,3,3,,,,
,362,710,1,15,6,3,4,,,,
,363,713,1,15,7,1,5,,,,
,364,717,2,10,6,3,3,,,,
,365,718,1,20,7,3,2,,,,
,366,719,1,10,7,4,5,,,,
,367,720,1,15,6,2,1,,,,
,368,721,2,20,6,4,2,,,,
,369,722,1,10,7,4,2,,,,
,370,724,2,20,7,4,2,,,,
,371,725,2,0,7,2,4,,,,
,372,728,2,10,6,4,4,,,,
,373,731,1,10,7,1,1,,,,
,374,736,1,15,7,4,5,,,,
,375,738,1,15,6,3,1,,,,
,376,742,2,10,7,2,1,,,,
,377,743,2,0,7,2,3,,,,
,378,744,1,10,6,1,1,,,,
,379,745,2,15,6,1,5,,,,
,380,746,1,20,7,4,1,,,,
,381,748,2,10,7,3,1,,,,
,382,749,2,0,7,1,5,,,,
,383,752,1,15,6,2,3,,,,
,384,754,2,20,6,4,2,,,,
,385,759,2,20,6,1,1,,,,
,386,763,2,15,6,1,3,,,,
,387,764,2,0,6,1,3,,,,
,388,765,2,0,7,2,2,,,,
,389,766,2,20,7,4,5,,,,
,390,767,2,0,7,1,1,,,,
,391,768,2,10,6,2,1,,,,
,392,770,1,0,6,1,4,,,,
,393,771,1,0,7,1,2,,,,
,394,775,1,15,6,3,5,,,,
,395,779,1,15,6,4,4,,,,
,396,780,2,0,7,1,4,,,,
,397,783,1,10,6,3,4,,,,
,398,786,1,10,6,1,1,,,,
,399,787,1,10,6,4,2,,,,
,400,789,1,20,7,1,4,,,,
,401,790,1,15,7,1,5,,,,
,402,791,2,20,7,2,3,,,,
,403,792,1,0,7,3,2,,,,
,404,794,2,0,6,1,5,,,,
,405,796,2,15,6,1,1,,,,
,406,798,1,0,7,2,5,,,,
,407,799,1,20,6,1,4,,,,
,408,800,1,10,7,4,3,,,,
,409,801,1,20,7,1,2,,,,
,410,802,1,15,7,3,1,,,,
,411,805,2,0,6,3,5,,,,
,412,807,2,0,7,3,5,,,,
,413,813,1,10,6,2,3,,,,
,414,816,2,0,7,3,5,,,,
,415,817,2,10,7,1,3,,,,
,416,819,2,20,7,1,5,,,,
,417,822,1,15,6,3,2,,,,
,418,823,1,15,7,4,5,,,,
,419,824,1,10,6,1,3,,,,
,420,826,1,10,7,3,1,,,,
,421,827,1,15,7,4,4,,,,
,422,835,2,10,7,2,3,,,,
,423,838,2,0,6,4,4,,,,
,424,840,1,10,7,2,5,,,,
,425,841,2,20,6,2,1,,,,
,426,844,2,20,7,1,3,,,,
,427,847,1,20,6,3,3,,,,
,428,848,1,15,6,4,5,,,,
,429,849,2,0,6,2,3,,,,
,430,853,1,20,6,1,3,,,,
,431,855,2,0,6,4,1,,,,
,432,856,2,10,7,1,1,,,,
,433,858,2,15,7,1,1,,,,
,434,861,2,10,6,3,3,,,,
,435,864,1,0,6,4,1,,,,
,436,868,2,0,7,2,3,,,,
,437,869,1,10,6,1,3,,,,
,438,872,1,20,7,1,4,,,,
,439,873,1,20,7,1,4,,,,
,440,874,1,0,7,4,1,,,,
,441,877,2,10,7,4,2,,,,
,442,880,2,20,6,3,4,,,,
,443,882,2,15,6,1,3,,,,
,444,883,1,15,7,1,3,,,,
,445,884,2,10,7,1,1,,,,
,446,886,2,10,6,4,5,,,,
,447,890,1,15,6,4,4,,,,
,448,891,1,20,6,4,1,,,,
,449,892,1,15,6,3,4,,,,
,450,894,2,20,7,1,1,,,,
,451,896,1,0,6,3,4,,,,
,452,903,2,0,6,2,1,,,,
,453,904,1,0,7,2,5,,,,
,454,905,1,0,6,1,4,,,,
,455,909,1,15,6,4,2,,,,
,456,910,2,20,7,2,5,,,,
,457,913,2,10,7,2,2,,,,
,458,915,1,10,6,1,3,,,,
,459,916,1,15,7,4,1,,,,
,460,917,1,10,7,3,3,,,,
,461,918,2,0,6,4,2,,,,
,462,919,2,10,6,1,1,,,,
,463,921,1,10,6,3,2,,,,
,464,922,1,10,6,3,5,,,,
,465,925,2,10,6,2,1,,,,
,466,927,2,15,7,2,3,,,,
,467,929,1,20,7,2,4,,,,
,468,931,1,15,6,1,1,,,,
,469,932,1,10,7,1,1,,,,
,470,933,1,0,7,1,5,,,,
,471,934,1,15,7,2,3,,,,
,472,936,1,10,6,2,3,,,,
,473,939,2,15,7,3,5,,,,
,474,944,2,20,6,2,5,,,,
,475,945,1,0,7,3,5,,,,
,476,949,1,15,7,1,1,,,,
,477,953,2,0,7,1,5,,,,
,478,955,2,20,6,1,5,,,,
,479,956,1,20,6,4,4,,,,
,480,958,1,10,7,3,4,,,,
,481,959,2,0,7,2,1,,,,
,482,960,1,10,6,2,4,,,,
,483,961,1,20,6,3,5,,,,
,484,962,1,10,7,1,4,,,,
,485,964,1,10,6,1,5,,,,
,486,965,1,20,6,3,2,,,,
,487,968,1,10,6,4,2,,,,
,488,970,1,10,6,4,5,,,,
,489,972,1,10,7,2,4,,,,
,490,973,2,0,7,3,1,,,,
,491,975,2,10,7,4,3,,,,
,492,977,1,10,6,2,5,,,,
,493,980,1,10,7,2,5,,,,
,494,981,1,0,6,4,4,,,,
,495,985,1,15,7,1,4,,,,
,496,986,1,10,6,2,3,,,,
,497,987,1,15,6,2,4,,,,
,498,992,2,20,7,2,4,,,,
,499,993,2,10,7,2,1,,,,
,500,994,2,20,7,2,1,,,,
,501,995,2,20,6,2,1,,,,
,502,997,1,0,6,3,1,,,,
,503,998,2,20,7,2,1,,,,
,504,999,1,15,7,1,1,,,,
,505,1001,2,15,7,2,1,,,,
,506,1002,2,0,7,3,1,,,,
,507,1003,1,15,7,1,1,,,,
,508,1004,1,0,7,1,1,,,,
,509,1005,1,20,6,1,1,,,,
,510,1006,2,10,7,3,1,,,,
,511,1007,1,15,7,3,1,,,,
,512,1009,1,0,7,3,1,,,,
,513,1010,1,15,6,3,1,,,,
,514,1012,2,10,7,2,1,,,,
,515,1015,1,0,7,4,1,,,,
,516,1016,1,0,6,1,1,,,,
,517,1020,1,15,7,2,3,,,,
,518,1025,2,10,7,1,1,,,,
,519,1027,2,0,6,1,4,,,,
,520,1029,2,10,6,1,3,,,,
,521,1032,1,20,6,4,3,,,,
,522,1033,1,20,7,1,1,,,,
,523,1034,1,10,6,3,1,,,,
,524,1035,2,0,7,3,1,,,,
,525,1036,2,15,7,1,5,,,,
,526,1037,1,20,7,4,1,,,,
,527,1038,1,20,6,4,1,,,,
,528,1039,1,20,7,1,3,,,,
,529,1041,2,15,7,3,1,,,,
,530,1042,2,10,7,2,4,,,,
,531,1047,2,15,6,1,1,,,,
,532,1051,1,10,6,4,5,,,,
,533,1052,1,20,6,2,4,,,,
,534,1053,1,15,6,2,5,,,,
,535,1055,2,10,7,2,4,,,,
,536,1056,1,0,6,2,5,,,,
,537,1058,2,20,7,1,4,,,,
,538,1059,2,0,7,2,5,,,,
,539,1060,1,0,7,3,4,,,,
,540,1061,1,10,6,2,5,,,,
,541,1069,1,20,6,4,3,,,,
,542,1076,1,10,6,2,4,,,,
,543,1077,2,15,7,3,5,,,,
,544,1079,1,20,7,4,4,,,,
,545,1081,1,0,7,4,2,,,,
,546,1084,1,15,7,3,4,,,,
,547,1088,2,20,7,2,2,,,,
,548,1094,1,10,6,2,1,,,,
,549,1095,2,0,7,2,3,,,,
,550,1097,2,15,6,3,4,,,,
,551,1100,1,0,7,2,5,,,,
,552,1101,1,0,7,4,4,,,,
,553,1102,2,0,6,2,1,,,,
,554,1109,1,10,7,2,4,,,,
,555,1110,1,15,6,3,1,,,,
,556,1113,1,10,7,3,3,,,,
,557,1114,1,0,7,3,3,,,,
,558,1115,1,10,7,4,2,,,,
,559,1116,1,20,7,3,4,,,,
,560,1117,2,0,7,3,3,,,,
,561,1120,2,0,6,4,5,,,,
,562,1121,1,15,6,4,4,,,,
,563,1122,1,0,6,2,5,,,,
,564,1123,2,0,7,4,4,,,,
,565,1125,2,0,7,2,2,,,,
,566,1127,1,20,7,4,4,,,,
,567,1128,1,20,7,4,1,,,,
,568,1129,1,20,6,4,2,,,,
,569,1132,1,15,7,2,4,,,,
,570,1136,1,10,7,2,2,,,,
,571,1137,1,10,6,1,2,,,,
,572,1142,2,10,6,4,3,,,,
,573,1143,1,0,7,3,5,,,,
,574,1144,2,15,7,2,2,,,,
,575,1146,1,20,7,4,2,,,,
,576,1147,1,0,6,2,2,,,,
,577,1152,1,15,6,3,5,,,,
,578,1154,2,10,7,2,4,,,,
,579,1159,1,20,6,3,3,,,,
,580,1161,2,10,6,3,4,,,,
,581,1162,2,10,6,3,4,,,,
,582,1166,1,10,6,2,4,,,,
,583,1167,1,15,7,3,4,,,,
,584,1168,2,20,6,3,5,,,,
,585,1170,1,15,6,1,3,,,,
,586,1171,2,20,7,3,2,,,,
,587,1172,2,20,6,3,4,,,,
,588,1176,2,20,7,2,1,,,,
,589,1177,1,15,6,3,3,,,,
,590,1178,1,10,7,4,2,,,,
,591,1179,1,15,6,4,1,,,,
,592,1180,2,0,7,3,3,,,,
,593,1186,2,10,7,3,5,,,,
,594,1187,2,0,7,1,3,,,,
,595,1188,1,15,6,4,3,,,,
,596,1190,2,10,6,4,5,,,,
,597,1192,1,10,7,1,5,,,,
,598,1193,2,10,6,1,3,,,,
,599,1194,1,20,7,2,2,,,,
,600,1198,1,20,7,2,2,,,,
,601,1199,1,15,6,3,2,,,,
,602,1200,1,20,6,1,2,,,,
,603,1204,1,15,7,3,1,,,,
,604,1206,1,15,6,3,5,,,,
,605,1207,1,20,6,2,2,,,,
,606,1210,1,0,7,3,3,,,,
,607,1211,2,10,7,2,4,,,,
,608,1212,1,0,6,1,5,,,,
,609,1213,2,20,6,1,3,,,,
,610,1214,1,0,7,4,2,,,,
,611,1215,1,0,7,4,4,,,,
,612,1216,2,20,7,4,1,,,,
,613,1217,1,0,6,4,1,,,,
,614,1219,2,20,6,1,1,,,,
,615,1222,2,15,6,3,1,,,,
,616,1223,1,0,7,2,1,,,,
,617,1224,2,15,7,4,1,,,,
,618,1226,2,20,7,3,1,,,,
,619,1228,2,10,6,2,1,,,,
,620,1229,2,10,7,4,1,,,,
,621,1230,2,0,6,3,1,,,,
,622,1231,1,10,7,2,1,,,,
,623,1235,2,10,7,2,1,,,,
,624,1238,1,0,6,2,1,,,,
,625,1239,1,20,7,4,1,,,,
,626,1242,1,10,6,4,1,,,,
,627,1244,2,0,7,4,3,,,,
,628,1245,1,20,7,1,2,,,,
,629,1247,1,15,6,3,1,,,,
,630,1248,1,15,7,1,4,,,,
,631,1249,2,15,6,2,2,,,,
,632,1251,1,20,7,4,1,,,,
,633,1252,1,0,6,3,4,,,,
,634,1253,1,0,6,3,4,,,,
,635,1254,2,0,6,2,4,,,,
,636,1257,2,10,6,4,4,,,,
,637,1259,2,10,6,4,4,,,,
,638,1261,1,0,7,1,2,,,,
,639,1263,2,20,7,4,4,,,,
,640,1265,1,0,6,3,2,,,,
,641,1266,1,20,6,1,1,,,,
,642,1267,2,10,7,3,5,,,,
,643,1269,1,20,6,3,4,,,,
,644,1273,1,20,7,4,4,,,,
,645,1274,1,0,6,1,2,,,,
,646,1276,2,20,6,1,1,,,,
,647,1280,1,20,7,1,5,,,,
,648,1281,1,10,7,2,5,,,,
,649,1282,2,10,6,1,2,,,,
,650,1288,1,20,6,1,5,,,,
,651,1290,1,0,7,4,5,,,,
,652,1291,1,20,7,3,5,,,,
,653,1293,2,15,6,3,3,,,,
,654,1296,1,0,6,4,2,,,,
,655,1297,1,10,7,1,1,,,,
,656,1300,1,0,6,2,5,,,,
,657,1306,1,15,7,3,3,,,,
,658,1307,1,15,7,3,3,,,,
,659,1309,2,10,6,4,2,,,,
,660,1313,1,20,7,2,3,,,,
,661,1316,1,20,6,4,3,,,,
,662,1317,2,15,6,1,5,,,,
,663,1318,1,15,6,3,2,,,,
,664,1319,1,0,6,4,2,,,,
,665,1320,1,0,6,4,4,,,,
,666,1323,1,10,7,3,4,,,,
,667,1327,2,15,7,2,2,,,,
,668,1328,2,20,7,1,1,,,,
,669,1329,2,15,7,1,5,,,,
,670,1334,2,20,7,4,2,,,,
,671,1335,2,15,7,3,1,,,,
,672,1336,2,20,7,3,3,,,,
,673,1337,1,20,7,1,4,,,,
,674,1342,2,10,7,2,4,,,,
,675,1343,1,20,6,2,1,,,,
,676,1344,1,0,6,1,1,,,,
,677,1349,2,0,7,3,1,,,,
,678,1350,1,15,7,4,4,,,,
,679,1351,1,10,6,1,1,,,,
,680,1353,1,15,6,1,2,,,,
,681,1354,2,15,6,4,3,,,,
,682,1355,2,0,6,2,1,,,,
,683,1356,1,20,6,2,2,,,,
,684,1358,2,0,6,2,2,,,,
,685,1361,1,20,7,3,4,,,,
,686,1362,2,15,6,3,3,,,,
,687,1364,1,10,6,4,2,,,,
,688,1365,1,0,7,1,4,,,,
,689,1367,1,10,7,4,1,,,,
,690,1371,2,0,6,2,1,,,,
,691,1372,1,10,7,3,3,,,,
,692,1374,1,0,6,2,4,,,,
,693,1375,2,0,6,4,4,,,,
,694,1377,2,0,6,3,4,,,,
,695,1378,2,0,6,4,3,,,,
,696,1379,2,0,7,4,1,,,,
,697,1381,2,20,6,1,5,,,,
,698,1382,2,20,7,3,1,,,,
,699,1383,1,0,6,3,1,,,,
,700,1384,2,0,7,1,4,,,,
,701,1385,1,15,6,2,4,,,,
,702,1386,2,15,7,4,1,,,,
,703,1391,2,20,7,2,3,,,,
,704,1394,1,15,6,2,1,,,,
,705,1395,1,15,7,3,5,,,,
,706,1397,2,0,6,2,5,,,,
,707,1399,1,0,7,3,1,,,,
,708,1400,1,15,7,2,3,,,,
,709,1401,2,15,7,3,5,,,,
,710,1402,1,15,6,4,3,,,,
,711,1404,2,10,6,3,3,,,,
,712,1405,2,20,6,2,4,,,,
,713,1406,2,10,6,4,5,,,,
,714,1407,1,15,7,4,4,,,,
,715,1409,2,0,6,1,5,,,,
,716,1411,2,20,6,3,3,,,,
,717,1413,2,10,7,2,5,,,,
,718,1415,1,0,6,1,5,,,,
,719,1416,1,15,6,2,5,,,,
,720,1417,1,15,7,3,3,,,,
,721,1419,2,0,7,3,4,,,,
,722,1421,1,15,7,1,1,,,,
,723,1422,1,10,7,4,3,,,,
,724,1423,2,0,6,1,2,,,,
,725,1427,1,20,7,1,3,,,,
